"","Subject","trialNum","soundfile","leftprompt","rightprompt","response","keyResp","keyRT","Time"
"288","ABCD_1703",36,"dash-4.wav","D","T","D","z",2.42888188362,165.200975895
"289","ABCD_1703",37,"dash-1.wav","D","T","D","z",1.89169788361,167.355442047
"290","ABCD_1703",38,"dash-7.wav","D","T","T","m",1.80117797852,169.409981012
"291","ABCD_1703",39,"dash-3.wav","D","T","D","z",1.71467113495,171.380872011
"292","ABCD_1703",40,"dash-6.wav","D","T","T","m",1.19978904724,172.83393693
"293","ABCD_1703",41,"dash-5.wav","D","T","T","m",2.60267400742,175.689944029
"294","ABCD_1703",42,"dash-2.wav","D","T","D","z",1.49090099335,177.443697929
"295","ABCD_1703",43,"gith-7.wav","K","G","K","z",2.77313184738,181.519330978
"296","ABCD_1703",44,"gith-6.wav","K","G","K","z",3.81292295456,185.594310999
"297","ABCD_1703",45,"gith-1.wav","K","G","G","m",1.54586696625,187.398237944
"298","ABCD_1703",46,"gith-5.wav","K","G","G","m",1.74986815453,189.402334929
"299","ABCD_1703",47,"gith-4.wav","K","G","G","m",1.56973290443,191.239715099
"300","ABCD_1703",48,"gith-2.wav","K","G","G","m",1.48431277275,192.976604939
"301","ABCD_1703",49,"gith-3.wav","K","G","G","m",1.52334594727,194.763838053
"302","ABCD_1703",50,"gift-1.wav","K","G","G","m",2.07658004761,198.13767004
"303","ABCD_1703",51,"gift-4.wav","K","G","G","m",1.55408906937,199.958237886
"304","ABCD_1703",52,"gift-2.wav","K","G","G","m",1.65357613564,201.878993988
"305","ABCD_1703",53,"gift-3.wav","K","G","G","m",1.5568189621,203.699445963
"306","ABCD_1703",54,"gift-5.wav","K","G","G","m",1.81622505188,205.770575047
"307","ABCD_1703",55,"gift-7.wav","K","G","K","z",2.63302206993,208.660064936
"308","ABCD_1703",56,"gift-6.wav","K","G","K","z",1.50346684456,210.430444956
"309","ABCD_1703",57,"dash-7.wav","D","T","T","m",2.32124400139,214.054827929
"310","ABCD_1703",58,"dash-6.wav","D","T","T","m",1.56457996368,215.875211954
"311","ABCD_1703",59,"dash-4.wav","D","T","D","z",1.4481678009,217.57880497
"312","ABCD_1703",60,"dash-5.wav","D","T","D","z",1.74451208115,219.583237886
"313","ABCD_1703",61,"dash-3.wav","D","T","D","z",2.06791496277,221.904840946
"314","ABCD_1703",62,"dash-1.wav","D","T","D","z",1.53817605972,223.708637953
"315","ABCD_1703",63,"dash-2.wav","D","T","D","z",1.60637712479,225.579308987
"316","ABCD_1703",64,"dath-5.wav","T","D","D","m",2.09213995934,228.969831944
"317","ABCD_1703",65,"dath-7.wav","T","D","T","z",1.51324009895,230.740262032
"318","ABCD_1703",66,"dath-4.wav","T","D","D","m",1.59859704971,232.594345093
"319","ABCD_1703",67,"dath-6.wav","T","D","T","z",2.00049591064,234.848864079
