"",".id","PartID","Subject","trialNum","soundfile","leftprompt","rightprompt","response","keyResp","keyRT","Time"
"146","1_PhonWords_2016_Aug_21_1042.txt","5039",1,20,"gith-7.wav","G","K","K","m",3.37361251012,680.733176222
"147","1_PhonWords_2016_Aug_21_1042.txt","5039",1,21,"gith-6.wav","G","K","K","m",1.91168110444,682.905553
"148","1_PhonWords_2016_Aug_21_1042.txt","5039",1,22,"dask-6.wav","D","T","T","m",1.45669807627,685.646885204
"149","1_PhonWords_2016_Aug_21_1042.txt","5039",1,23,"dask-2.wav","D","T","D","z",1.66177214035,687.560734065
"150","1_PhonWords_2016_Aug_21_1042.txt","5039",1,24,"dask-3.wav","D","T","T","m",1.48385490511,689.302129746
"151","1_PhonWords_2016_Aug_21_1042.txt","5039",1,25,"dask-4.wav","D","T","D","z",1.51038075436,691.078013023
"152","1_PhonWords_2016_Aug_21_1042.txt","5039",1,26,"dask-5.wav","D","T","T","m",1.33438306542,692.664273252
"153","1_PhonWords_2016_Aug_21_1042.txt","5039",1,27,"dask-1.wav","D","T","D","z",1.26013729507,694.181477328
"154","1_PhonWords_2016_Aug_21_1042.txt","5039",1,28,"dask-7.wav","D","T","T","m",1.65484770966,696.095405252
"155","1_PhonWords_2016_Aug_21_1042.txt","5039",1,29,"giss-4.wav","G","K","K","m",2.586317626,699.974579125
"156","1_PhonWords_2016_Aug_21_1042.txt","5039",1,30,"giss-2.wav","G","K","G","z",2.33345066006,702.560829472
"157","1_PhonWords_2016_Aug_21_1042.txt","5039",1,31,"giss-3.wav","G","K","G","z",1.71510511892,704.526276118
"158","1_PhonWords_2016_Aug_21_1042.txt","5039",1,32,"giss-5.wav","G","K","G","z",1.8456152621,706.629793259
"159","1_PhonWords_2016_Aug_21_1042.txt","5039",1,33,"giss-1.wav","G","K","K","m",3.9178833296,710.802172698
"160","1_PhonWords_2016_Aug_21_1042.txt","5039",1,34,"giss-7.wav","G","K","K","m",1.8894687228,712.957433586
"161","1_PhonWords_2016_Aug_21_1042.txt","5039",1,35,"giss-6.wav","G","K","K","m",1.9821162903,715.198714474
"162","1_PhonWords_2016_Aug_21_1042.txt","5039",1,36,"dath-4.wav","D","T","T","m",2.78600935826,719.28492795
"163","1_PhonWords_2016_Aug_21_1042.txt","5039",1,37,"dath-5.wav","D","T","T","m",1.80637745502,721.353903141
"164","1_PhonWords_2016_Aug_21_1042.txt","5039",1,38,"dath-7.wav","D","T","T","m",1.50531505266,723.112504419
"165","1_PhonWords_2016_Aug_21_1042.txt","5039",1,39,"dath-6.wav","D","T","T","m",4.53046110923,727.905623701
"166","1_PhonWords_2016_Aug_21_1042.txt","5039",1,40,"dath-3.wav","D","T","D","z",1.60130643181,729.767742119
"167","1_PhonWords_2016_Aug_21_1042.txt","5039",1,41,"dath-2.wav","D","T","D","z",2.15507957565,732.181543467
"168","1_PhonWords_2016_Aug_21_1042.txt","5039",1,42,"dath-1.wav","D","T","D","z",2.09318580068,734.527123759
"169","1_PhonWords_2016_Aug_21_1042.txt","5039",1,43,"dath-7.wav","T","D","D","m",1.72981112425,737.543551275
"170","1_PhonWords_2016_Aug_21_1042.txt","5039",1,44,"dath-2.wav","T","D","D","m",2.93093054283,740.733223355
"171","1_PhonWords_2016_Aug_21_1042.txt","5039",1,45,"dath-1.wav","T","D","T","z",2.58112990957,743.578043051
"172","1_PhonWords_2016_Aug_21_1042.txt","5039",1,46,"dath-4.wav","T","D","D","m",2.83219136166,746.664240183
"173","1_PhonWords_2016_Aug_21_1042.txt","5039",1,47,"dath-6.wav","T","D","T","z",1.79392701163,748.715879779
"174","1_PhonWords_2016_Aug_21_1042.txt","5039",1,48,"dath-3.wav","T","D","T","z",2.63015588236,751.612597545
"175","1_PhonWords_2016_Aug_21_1042.txt","5039",1,49,"dath-5.wav","T","D","T","z",1.82934055032,753.69873348
"176","1_PhonWords_2016_Aug_21_1042.txt","5039",1,50,"gith-6.wav","G","K","K","m",1.2125948845,756.199130312
"177","1_PhonWords_2016_Aug_21_1042.txt","5039",1,51,"gith-2.wav","G","K","G","z",1.53864711897,757.991835656
"178","1_PhonWords_2016_Aug_21_1042.txt","5039",1,52,"gith-3.wav","G","K","G","z",2.34582622214,760.595285898
"179","1_PhonWords_2016_Aug_21_1042.txt","5039",1,53,"gith-1.wav","G","K","G","z",2.0623369811,762.922942569
"180","1_PhonWords_2016_Aug_21_1042.txt","5039",1,54,"gith-4.wav","G","K","K","m",3.13446364835,766.319498029
"181","1_PhonWords_2016_Aug_21_1042.txt","5039",1,55,"gith-5.wav","G","K","K","m",2.5298555969,769.112588043
"182","1_PhonWords_2016_Aug_21_1042.txt","5039",1,56,"gith-7.wav","G","K","K","m",1.84870630181,771.21598773
"183","1_PhonWords_2016_Aug_21_1042.txt","5039",1,57,"dask-1.wav","T","D","D","m",2.10266873952,774.612526085
"184","1_PhonWords_2016_Aug_21_1042.txt","5039",1,58,"dask-5.wav","T","D","T","z",1.49254721894,776.37122315
"185","1_PhonWords_2016_Aug_21_1042.txt","5039",1,59,"dask-4.wav","T","D","T","z",1.70171580832,778.336715029
"186","1_PhonWords_2016_Aug_21_1042.txt","5039",1,60,"dask-7.wav","T","D","T","z",2.51212012939,781.112546991
"187","1_PhonWords_2016_Aug_21_1042.txt","5039",1,61,"dask-2.wav","T","D","D","m",1.50426291323,782.871199583
"188","1_PhonWords_2016_Aug_21_1042.txt","5039",1,62,"dask-6.wav","T","D","T","z",1.45758068746,784.59532733
"189","1_PhonWords_2016_Aug_21_1042.txt","5039",1,63,"dask-3.wav","T","D","T","z",3.52530000038,788.37125964
"190","1_PhonWords_2016_Aug_21_1042.txt","5039",1,64,"dash-2.wav","T","D","D","m",2.14676965064,791.819447475
"191","1_PhonWords_2016_Aug_21_1042.txt","5039",1,65,"dash-5.wav","T","D","T","z",1.62094168,793.698783654
"192","1_PhonWords_2016_Aug_21_1042.txt","5039",1,66,"dash-1.wav","T","D","D","m",1.5254775109,795.474549097
