PartID,Subject,trialNum,cond,soundfile,leftprompt,rightprompt,response,correct,keyResp,keyRT,Time
5039,1,1,1-i,kick-chick-1-i.wav,stim2_2,stim2_1,chick,1,z,5.759770871,101.3117982
5039,1,2,2-c,pig-dig-2-c.wav,stim40_1,stim40_2,dig,1,m,5.870887515,107.4308948
5039,1,3,2-n,toy-boy-2-n.wav,stim31_2,stim31_1,toy,1,z,3.839658967,111.5191666
5039,1,4,2-i,cold-gold-2-i.wav,stim41_2,stim41_1,cold,1,m,4.735148983,116.5031351
5039,1,5,2-n,chin-bin-2-n.wav,stim18_2,stim18_1,bin,0,m,6.366920706,123.1182946
5039,1,6,2-n,cane-chain-2-n.wav,stim12_2,stim12_1,chain,0,m,4.879552461,128.246659
5039,1,7,2-c,rake-cake-2-c.wav,stim46_1,stim46_2,cake,1,m,6.214886557,134.7106107
5039,1,8,1-c,bees-peas-1-c.wav,stim1_2,stim1_1,bees,1,m,4.486842175,139.4458315
5039,1,9,1-i,tool-pool-1-i.wav,stim39_2,stim39_1,pool,1,z,4.335328775,144.0299974
5039,1,10,2-i,dots-pots-2-i.wav,stim47_1,stim47_2,pots,0,m,4.087089626,148.3658925
5039,1,11,2-c,rail-jail-2-c.wav,stim27_1,stim27_2,jail,1,m,7.142946523,155.7578414
5039,1,12,1-n,gown-town-1-n.wav,stim58_2,stim58_1,gown,1,m,4.18267657,160.1896067
5039,1,13,2-i,peak-beak-2-i.wav,stim22_1,stim22_2,beak,0,m,5.062714048,165.5013
5039,1,14,1-n,bag-tag-1-n.wav,stim23_2,stim23_1,tag,1,z,4.062956938,169.8126089
5039,1,15,1-n,date-gate-1-n.wav,stim36_2,stim36_1,gate,0,z,3.687401695,173.7486618
5039,1,16,2-n,drain-brain-2-n.wav,stim43_1,stim43_2,brain,1,m,3.167064767,177.1646134
5039,1,17,1-c,trash-crash-1-c.wav,stim44_2,stim44_1,trash,0,z,6.543081461,183.9567825
5039,1,18,1-n,cub-tub-1-n.wav,stim29_2,stim29_1,tub,0,z,3.414669515,187.6198591
5039,1,19,1-i,booth-tooth-1-i.wav,stim55_2,stim55_1,tooth,0,m,5.503351794,193.3719659
5039,1,20,1-i,can-pan-1-i.wav,stim20_1,stim20_2,pan,0,z,4.119101196,197.7401071
5039,1,21,2-i,cone-bone-2-i.wav,stim10_2,stim10_1,bone,0,z,4.094752607,202.0831802
5039,1,22,2-n,lamp-ramp-2-n.wav,stim65_1,stim65_2,lamp,0,z,6.231441788,208.563461
5039,1,23,1-i,tube-cube-1-i.wav,stim61_2,stim61_1,cube,0,m,7.622714885,216.4345496
5039,1,24,2-n,blue-glue-2-n.wav,stim59_2,stim59_1,blue,1,z,3.391576043,220.0746137
5039,1,25,1-n,lips-chips-1-n.wav,stim64_1,stim64_2,lips,0,z,4.735333336,225.0587514
5039,1,26,2-n,cart-tart-2-n.wav,stim6_1,stim6_2,cart,0,z,5.246972628,230.5538826
5039,1,27,1-c,bark-dark-1-c.wav,stim38_2,stim38_1,dark,1,m,3.855737543,234.6579707
5039,1,28,1-c,bank-tank-1-c.wav,stim32_2,stim32_1,bank,1,m,4.983411319,239.8902696
5039,1,29,1-c,bug-rug-1-c.wav,stim13_2,stim13_1,rug,1,z,7.72674023,247.8653201
5039,1,30,1-i,pen-den-1-i.wav,stim33_1,stim33_2,pen,0,m,4.279500766,252.3933933
5039,1,31,1-i,buns-guns-1-i.wav,stim26_2,stim26_1,buns,0,m,7.895166164,260.5375984
5039,1,32,2-c,grip-drip-2-c.wav,stim56_2,stim56_1,drip,1,z,6.822670412,267.6087733
5039,1,33,2-i,pole-goal-2-i.wav,stim28_1,stim28_2,pole,0,m,5.407290475,273.2648917
5039,1,34,1-i,king-ring-1-i.wav,stim45_2,stim45_1,ring,0,m,5.758802355,279.2720624
5039,1,35,2-i,toes-bows-2-i.wav,stim4_2,stim4_1,bows,0,z,6.055449421,285.5762182
5039,1,36,2-c,cape-tape-2-c.wav,stim62_1,stim62_2,cape,1,m,4.311119305,290.1366177
5039,1,37,1-n,cars-bars-1-n.wav,stim17_1,stim17_2,cars,1,z,3.598576115,293.9834056
5039,1,38,1-i,box-chalks-1-i.wav,stim14_1,stim14_2,box,0,z,5.407539066,299.6395449
5039,1,39,2-c,jet-pet-2-c.wav,stim34_1,stim34_2,pet,1,m,5.119167335,305.0076493
5039,1,40,2-i,pear-bear-2-i.wav,stim16_1,stim16_2,pear,1,z,7.654811219,312.9108677
5039,1,41,1-i,beach-peach-1-i.wav,stim8_2,stim8_1,beach,0,m,4.47139838,317.6309952
5039,1,42,2-c,ghost-toast-2-c.wav,stim3_1,stim3_2,toast,1,m,4.727145045,322.6071639
5039,1,43,1-c,pie-tie-1-c.wav,stim7_2,stim7_1,tie,1,m,4.326662308,327.1822033
5039,1,44,2-n,train-grain-2-n.wav,stim37_2,stim37_1,train,0,m,4.911483068,332.3423547
5039,1,45,1-c,robe-globe-1-c.wav,stim53_2,stim53_1,robe,1,m,3.327264399,335.9184273
5039,1,46,2-n,cord-board-2-n.wav,stim50_1,stim50_2,cord,0,z,3.614973601,339.7815157
5039,1,47,1-n,bow-cow-1-n.wav,stim5_1,stim5_2,cow,0,m,7.279529654,347.3097235
5039,1,48,2-c,coats-goats-2-c.wav,stim21_2,stim21_1,goats,1,z,6.382917938,353.941859
5039,1,49,1-n,drill-grill-1-n.wav,stim48_2,stim48_1,grill,0,z,4.494674684,358.6849698
5039,1,50,2-n,brown-crown-2-n.wav,stim24_1,stim24_2,crown,1,m,4.351492875,363.2850621
5039,1,51,2-c,bats-cats-2-c.wav,stim9_2,stim9_1,cats,1,z,5.191135877,368.7251955
5039,1,52,1-c,crumbs-drums-1-c.wav,stim60_1,stim60_2,crumbs,1,z,4.8707674,373.8443161
5039,1,53,2-i,race-case-2-i.wav,stim57_1,stim57_2,case,0,m,5.927398578,380.0204863
5039,1,54,1-c,pot-cot-1-c.wav,stim19_1,stim19_2,pot,1,z,3.935061559,384.2045643
5039,1,55,1-n,clock-block-1-n.wav,stim42_1,stim42_2,clock,0,m,6.52673757,390.9797288
5039,1,56,2-i,bite-kite-2-i.wav,stim35_2,stim35_1,bite,0,z,6.431406438,397.6599081
5039,1,57,1-n,pills-bills-1-n.wav,stim11_2,stim11_1,pills,1,m,5.41486375,403.3230304
5039,1,58,1-c,book-cook-1-c.wav,stim25_1,stim25_2,book,1,z,6.655502256,410.2272146
5039,1,59,2-i,glass-class-2-i.wav,stim63_1,stim63_2,glass,0,m,4.583074923,415.0593117
5039,1,60,2-c,puck-duck-2-c.wav,stim15_2,stim15_1,duck,0,m,4.438785858,419.7464519
READ_4150,1,1,2-c,coats-goats-2-c.wav,stim21_2,stim21_1,goats,1,z,4.191852945,114.4969578
READ_4150,1,2,1-c,trash-crash-1-c.wav,stim44_1,stim44_2,crash,1,z,5.359576644,120.1051524
READ_4150,1,3,1-i,pen-den-1-i.wav,stim33_1,stim33_2,pen,0,m,6.15920801,126.5134102
READ_4150,1,4,1-i,tool-pool-1-i.wav,stim39_1,stim39_2,tool,0,z,5.590785053,132.3526339
READ_4150,1,5,1-c,robe-globe-1-c.wav,stim53_2,stim53_1,robe,1,m,4.327443723,136.9287986
READ_4150,1,6,1-i,kick-chick-1-i.wav,stim2_1,stim2_2,kick,0,z,4.919115962,142.0960084
READ_4150,1,7,2-n,chin-bin-2-n.wav,stim18_1,stim18_2,chin,1,m,5.503783843,147.8482635
READ_4150,1,8,1-i,buns-guns-1-i.wav,stim26_1,stim26_2,buns,0,z,4.943426521,153.0404281
READ_4150,1,9,1-c,bees-peas-1-c.wav,stim1_2,stim1_1,bees,1,m,4.503136889,157.7926339
READ_4150,1,10,2-c,puck-duck-2-c.wav,stim15_1,stim15_2,puck,1,m,4.054764518,162.095783
READ_4150,1,11,2-i,dots-pots-2-i.wav,stim47_2,stim47_1,pots,0,z,6.519458976,168.8640633
READ_4150,1,12,2-n,brown-crown-2-n.wav,stim24_1,stim24_2,brown,0,z,4.727079422,173.839259
READ_4150,1,13,2-c,bats-cats-2-c.wav,stim9_2,stim9_1,cats,1,z,5.159765637,179.2474469
READ_4150,1,14,1-c,bug-rug-1-c.wav,stim13_1,stim13_2,rug,1,m,3.847520004,183.343629
READ_4150,1,15,1-i,tube-cube-1-i.wav,stim61_2,stim61_1,cube,0,m,6.287092741,189.8788881
READ_4150,1,16,1-n,date-gate-1-n.wav,stim36_2,stim36_1,gate,0,z,6.215769706,196.34312
READ_4150,1,17,2-c,cape-tape-2-c.wav,stim62_1,stim62_2,cape,1,m,4.271316498,200.8632879
READ_4150,1,18,1-c,pot-cot-1-c.wav,stim19_1,stim19_2,pot,1,z,4.583089269,205.6944968
READ_4150,1,19,2-c,jet-pet-2-c.wav,stim34_1,stim34_2,pet,1,m,4.75168609,210.6946774
READ_4150,1,20,1-c,crumbs-drums-1-c.wav,stim60_2,stim60_1,crumbs,1,m,4.319482239,215.2628707
READ_4150,1,21,2-i,pole-goal-2-i.wav,stim28_1,stim28_2,pole,0,m,7.159029737,222.6701369
READ_4150,1,22,1-c,bank-tank-1-c.wav,stim32_1,stim32_2,bank,1,z,4.543614829,227.4623435
READ_4150,1,23,1-i,king-ring-1-i.wav,stim45_1,stim45_2,king,1,m,9.287207536,236.9977064
READ_4150,1,24,2-n,blue-glue-2-n.wav,stim59_2,stim59_1,blue,1,z,4.255723849,241.501873
READ_4150,1,25,1-c,pie-tie-1-c.wav,stim7_1,stim7_2,tie,1,z,5.495501163,247.2461104
READ_4150,1,26,2-i,pear-bear-2-i.wav,stim16_1,stim16_2,bear,0,m,6.238988958,253.7333502
READ_4150,1,27,1-i,beach-peach-1-i.wav,stim8_1,stim8_2,beach,0,z,4.383681182,258.3655482
READ_4150,1,28,2-i,peak-beak-2-i.wav,stim22_2,stim22_1,beak,0,z,5.551349765,264.1657654
READ_4150,1,29,2-n,train-grain-2-n.wav,stim37_2,stim37_1,train,0,m,5.078922271,269.4929624
READ_4150,1,30,2-c,rake-cake-2-c.wav,stim46_1,stim46_2,cake,1,m,3.575649681,273.3171195
READ_4150,1,31,2-i,cone-bone-2-i.wav,stim10_2,stim10_1,bone,0,z,4.719363492,278.2852929
READ_4150,1,32,2-n,cane-chain-2-n.wav,stim12_1,stim12_2,cane,1,m,4.591073179,283.1245006
READ_4150,1,33,2-i,cold-gold-2-i.wav,stim41_2,stim41_1,gold,0,z,4.551762569,287.9246888
READ_4150,1,34,1-n,pills-bills-1-n.wav,stim11_2,stim11_1,bills,0,z,5.207429629,293.3809029
READ_4150,1,35,2-c,rail-jail-2-c.wav,stim27_1,stim27_2,jail,1,m,5.023063406,298.6521233
READ_4150,1,36,1-n,cars-bars-1-n.wav,stim17_2,stim17_1,cars,1,m,5.999671202,304.9003516
READ_4150,1,37,2-i,toes-bows-2-i.wav,stim4_2,stim4_1,bows,0,z,6.511274366,311.6605979
READ_4150,1,38,2-c,pig-dig-2-c.wav,stim40_1,stim40_2,dig,1,m,7.55881406,319.4678962
READ_4150,1,39,1-n,cub-tub-1-n.wav,stim29_2,stim29_1,tub,0,z,4.423416759,324.1401084
READ_4150,1,40,1-n,clock-block-1-n.wav,stim42_1,stim42_2,block,1,z,5.007097865,329.3952906
READ_4150,1,41,2-n,drain-brain-2-n.wav,stim43_1,stim43_2,brain,1,m,5.55179906,335.1956252
READ_4150,1,42,2-n,lamp-ramp-2-n.wav,stim65_1,stim65_2,lamp,0,z,4.631280858,340.0757426
READ_4150,1,43,1-i,box-chalks-1-i.wav,stim14_1,stim14_2,box,0,z,4.303108077,344.6278811
READ_4150,1,44,2-c,grip-drip-2-c.wav,stim56_1,stim56_2,drip,1,m,4.366790444,349.2430718
READ_4150,1,45,1-n,drill-grill-1-n.wav,stim48_1,stim48_2,drill,1,z,5.151335473,354.6432693
READ_4150,1,46,2-n,cart-tart-2-n.wav,stim6_2,stim6_1,cart,0,m,4.959158291,359.8514705
READ_4150,1,47,1-n,lips-chips-1-n.wav,stim64_2,stim64_1,chips,1,z,4.614924181,364.7146847
READ_4150,1,48,2-c,ghost-toast-2-c.wav,stim3_2,stim3_1,toast,1,z,4.295512642,369.2588526
READ_4150,1,49,2-n,cord-board-2-n.wav,stim50_1,stim50_2,cord,0,z,3.791287107,373.2990249
READ_4150,1,50,1-n,bow-cow-1-n.wav,stim5_2,stim5_1,cow,0,z,4.366950092,377.9141939
READ_4150,1,51,2-n,toy-boy-2-n.wav,stim31_2,stim31_1,boy,0,m,7.471595425,385.6344803
READ_4150,1,52,2-i,race-case-2-i.wav,stim57_1,stim57_2,case,0,m,4.615160611,390.4986572
READ_4150,1,53,1-c,bark-dark-1-c.wav,stim38_2,stim38_1,dark,1,m,5.718832853,396.4659199
READ_4150,1,54,2-i,bite-kite-2-i.wav,stim35_1,stim35_2,bite,0,m,6.319405076,403.0341517
READ_4150,1,55,1-c,book-cook-1-c.wav,stim25_2,stim25_1,book,1,m,4.183042667,407.4653426
READ_4150,1,56,2-i,glass-class-2-i.wav,stim63_1,stim63_2,glass,0,m,5.455705907,413.169557
READ_4150,1,57,1-i,booth-tooth-1-i.wav,stim55_2,stim55_1,tooth,0,m,4.991404866,418.4097692
READ_4150,1,58,1-n,bag-tag-1-n.wav,stim23_1,stim23_2,tag,1,m,4.599064692,423.2569265
READ_4150,1,59,1-i,can-pan-1-i.wav,stim20_2,stim20_1,pan,0,m,4.199779458,427.7051347
READ_4150,1,60,1-n,gown-town-1-n.wav,stim58_2,stim58_1,town,0,z,5.999449215,433.9533578
READ_6001,1,1,1-i,tube-cube-1-i.wav,stim61_1,stim61_2,cube,0,z,7.767808617,132.8241685
READ_6001,1,2,1-c,crumbs-drums-1-c.wav,stim60_2,stim60_1,crumbs,1,m,4.839458931,137.9123659
READ_6001,1,3,1-c,bees-peas-1-c.wav,stim1_2,stim1_1,bees,1,m,4.343153827,142.5045654
READ_6001,1,4,2-n,lamp-ramp-2-n.wav,stim65_2,stim65_1,lamp,0,m,3.76684769,146.5197026
READ_6001,1,5,1-c,book-cook-1-c.wav,stim25_2,stim25_1,book,1,m,4.015580865,150.7838707
READ_6001,1,6,2-n,cane-chain-2-n.wav,stim12_1,stim12_2,cane,1,m,3.247422923,154.279982
READ_6001,1,7,1-c,trash-crash-1-c.wav,stim44_1,stim44_2,trash,0,m,4.807120748,159.3352148
READ_6001,1,8,1-i,box-chalks-1-i.wav,stim14_1,stim14_2,box,0,z,5.08773597,164.6713969
READ_6001,1,9,2-i,cold-gold-2-i.wav,stim41_1,stim41_2,cold,1,z,8.391349978,173.3117595
READ_6001,1,10,1-n,bag-tag-1-n.wav,stim23_1,stim23_2,tag,1,m,3.750870366,177.3109095
READ_6001,1,11,2-i,pear-bear-2-i.wav,stim16_2,stim16_1,bear,0,z,4.535608112,182.0950919
READ_6001,1,12,2-n,toy-boy-2-n.wav,stim31_1,stim31_2,boy,0,z,3.479382817,185.8232342
READ_6001,1,13,1-c,pie-tie-1-c.wav,stim7_1,stim7_2,pie,0,m,5.535046684,191.6064594
READ_6001,1,14,2-i,pole-goal-2-i.wav,stim28_1,stim28_2,goal,1,z,5.687654397,197.5426847
READ_6001,1,15,2-n,chin-bin-2-n.wav,stim18_1,stim18_2,chin,1,m,5.991340247,203.7829219
READ_6001,1,16,1-n,bow-cow-1-n.wav,stim5_2,stim5_1,cow,0,z,3.798949441,207.8300792
READ_6001,1,17,2-c,puck-duck-2-c.wav,stim15_1,stim15_2,duck,0,z,5.815778601,213.8943219
READ_6001,1,18,2-i,bite-kite-2-i.wav,stim35_2,stim35_1,bite,0,z,6.351227825,220.4945935
READ_6001,1,19,1-n,lips-chips-1-n.wav,stim64_2,stim64_1,lips,0,m,4.014909964,224.7577618
READ_6001,1,20,2-c,jet-pet-2-c.wav,stim34_1,stim34_2,pet,1,m,5.359512405,230.3659827
READ_6001,1,21,1-n,cub-tub-1-n.wav,stim29_2,stim29_1,tub,0,z,6.391192231,237.0062274
READ_6001,1,22,2-n,cord-board-2-n.wav,stim50_2,stim50_1,board,1,z,3.558908328,240.8133432
READ_6001,1,23,1-i,buns-guns-1-i.wav,stim26_2,stim26_1,buns,0,m,4.615577976,245.6775453
READ_6001,1,24,1-n,drill-grill-1-n.wav,stim48_2,stim48_1,grill,0,z,3.735292921,249.661701
READ_6001,1,25,2-n,brown-crown-2-n.wav,stim24_2,stim24_1,crown,1,z,3.911002812,253.8208877
READ_6001,1,26,2-c,grip-drip-2-c.wav,stim56_1,stim56_2,drip,1,m,4.191667449,258.261066
READ_6001,1,27,2-n,drain-brain-2-n.wav,stim43_2,stim43_1,drain,0,m,4.223418736,262.7332228
READ_6001,1,28,1-n,date-gate-1-n.wav,stim36_1,stim36_2,gate,0,m,3.223138212,266.2053439
READ_6001,1,29,1-n,clock-block-1-n.wav,stim42_2,stim42_1,clock,0,z,5.142887063,271.5965666
READ_6001,1,30,2-n,cart-tart-2-n.wav,stim6_2,stim6_1,cart,0,m,3.503647002,275.3487122
READ_6001,1,31,2-i,dots-pots-2-i.wav,stim47_2,stim47_1,pots,0,z,4.231326244,279.8288925
READ_6001,1,32,1-c,pot-cot-1-c.wav,stim19_2,stim19_1,pot,1,m,4.415059577,284.4920608
READ_6001,1,33,2-n,blue-glue-2-n.wav,stim59_2,stim59_1,glue,0,m,3.327755796,288.068192
READ_6001,1,34,2-c,cape-tape-2-c.wav,stim62_1,stim62_2,cape,1,m,3.983569961,292.3003625
READ_6001,1,35,1-c,robe-globe-1-c.wav,stim53_1,stim53_2,robe,1,z,4.791306113,297.3405565
READ_6001,1,36,2-c,pig-dig-2-c.wav,stim40_2,stim40_1,pig,0,m,5.055035159,302.6437581
READ_6001,1,37,1-i,pen-den-1-i.wav,stim33_2,stim33_1,pen,0,z,8.111485481,311.0040904
READ_6001,1,38,2-i,cone-bone-2-i.wav,stim10_2,stim10_1,bone,0,z,7.374966312,318.6274067
READ_6001,1,39,2-i,toes-bows-2-i.wav,stim4_2,stim4_1,bows,0,z,7.223456747,326.0996928
READ_6001,1,40,1-n,pills-bills-1-n.wav,stim11_1,stim11_2,bills,0,m,4.559062274,330.9068554
READ_6001,1,41,1-c,bug-rug-1-c.wav,stim13_1,stim13_2,bug,0,z,5.959782438,337.1150947
READ_6001,1,42,1-n,cars-bars-1-n.wav,stim17_2,stim17_1,cars,1,m,8.591251833,345.9544453
READ_6001,1,43,1-i,booth-tooth-1-i.wav,stim55_1,stim55_2,tooth,0,z,7.023722143,353.226736
READ_6001,1,44,2-i,race-case-2-i.wav,stim57_2,stim57_1,race,1,m,9.023172498,362.4980954
READ_6001,1,45,1-c,bank-tank-1-c.wav,stim32_1,stim32_2,bank,1,z,6.159517803,368.9063521
READ_6001,1,46,1-i,can-pan-1-i.wav,stim20_1,stim20_2,pan,0,z,7.599247147,376.7546624
READ_6001,1,47,2-c,bats-cats-2-c.wav,stim9_1,stim9_2,cats,1,m,5.678773799,382.6818824
READ_6001,1,48,2-c,ghost-toast-2-c.wav,stim3_1,stim3_2,toast,1,m,4.839439925,387.7700771
READ_6001,1,49,2-i,glass-class-2-i.wav,stim63_1,stim63_2,glass,0,m,4.287172185,392.3062797
READ_6001,1,50,2-c,coats-goats-2-c.wav,stim21_1,stim21_2,goats,1,m,5.838768264,398.3934904
READ_6001,1,51,1-i,tool-pool-1-i.wav,stim39_1,stim39_2,pool,1,m,5.351425864,403.9937129
READ_6001,1,52,2-n,train-grain-2-n.wav,stim37_1,stim37_2,grain,1,m,5.271014687,409.5129275
READ_6001,1,53,1-i,king-ring-1-i.wav,stim45_1,stim45_2,king,1,m,7.39165711,417.1532322
READ_6001,1,54,2-c,rake-cake-2-c.wav,stim46_2,stim46_1,rake,0,m,5.439185781,422.8414355
READ_6001,1,55,1-n,gown-town-1-n.wav,stim58_2,stim58_1,gown,1,m,5.950891196,429.040706
READ_6001,1,56,1-i,kick-chick-1-i.wav,stim2_2,stim2_1,kick,0,m,7.007443009,436.2969666
READ_6001,1,57,1-i,beach-peach-1-i.wav,stim8_1,stim8_2,beach,0,z,4.591011981,441.1361644
READ_6001,1,58,2-c,rail-jail-2-c.wav,stim27_1,stim27_2,jail,1,m,8.519600759,449.9044831
READ_6001,1,59,1-c,bark-dark-1-c.wav,stim38_1,stim38_2,dark,1,z,5.415108612,455.5677346
READ_6001,1,60,2-i,peak-beak-2-i.wav,stim22_1,stim22_2,,,z,0,465.7967988
5285,1,1,1-c,pot-cot-1-c.wav,stim19_1,stim19_2,pot,1,z,4.431898619,128.0972042
5285,1,2,2-n,drain-brain-2-n.wav,stim43_1,stim43_2,,,z,0,137.589246
5285,1,3,1-i,can-pan-1-i.wav,stim20_1,stim20_2,pan,0,z,4.442905955,142.2807635
5285,1,4,2-i,race-case-2-i.wav,stim57_2,stim57_1,case,0,z,6.695205739,149.2249989
5285,1,5,1-i,beach-peach-1-i.wav,stim8_1,stim8_2,beach,0,z,4.206885306,153.6802007
5285,1,6,2-c,grip-drip-2-c.wav,stim56_1,stim56_2,,,z,0,163.7992638
5285,1,7,2-c,puck-duck-2-c.wav,stim15_1,stim15_2,puck,1,m,4.760226487,168.8078243
5285,1,8,2-c,rail-jail-2-c.wav,stim27_1,stim27_2,jail,1,m,5.80752861,174.8640637
5285,1,9,1-n,bag-tag-1-n.wav,stim23_1,stim23_2,tag,1,m,5.671101581,180.7842637
5285,1,10,2-c,coats-goats-2-c.wav,stim21_1,stim21_2,coats,0,z,5.214777609,186.2474712
5285,1,11,2-i,toes-bows-2-i.wav,stim4_2,stim4_1,bows,0,z,6.015431861,192.5117354
5285,1,12,2-i,bite-kite-2-i.wav,stim35_1,stim35_2,bite,0,m,6.631001855,199.3909927
5285,1,13,1-c,robe-globe-1-c.wav,stim53_1,stim53_2,robe,1,z,5.631605475,205.271169
5285,1,14,1-c,bees-peas-1-c.wav,stim1_1,stim1_2,bees,1,z,4.831275841,210.3514414
5285,1,15,1-n,drill-grill-1-n.wav,stim48_2,stim48_1,grill,0,z,4.542844719,215.1425822
5285,1,16,2-c,bats-cats-2-c.wav,stim9_1,stim9_2,cats,1,m,5.935603778,221.3268329
5285,1,17,1-n,date-gate-1-n.wav,stim36_2,stim36_1,gate,0,z,5.191206751,226.7670233
5285,1,18,2-c,ghost-toast-2-c.wav,stim3_1,stim3_2,toast,1,m,5.598865132,232.6142252
5285,1,19,1-c,pie-tie-1-c.wav,stim7_2,stim7_1,tie,1,m,5.935501908,238.7985401
5285,1,20,2-n,toy-boy-2-n.wav,stim31_1,stim31_2,toy,1,m,4.511094192,243.5586894
5285,1,21,1-c,trash-crash-1-c.wav,stim44_1,stim44_2,crash,1,z,5.766729474,249.5739753
5285,1,22,2-n,cane-chain-2-n.wav,stim12_1,stim12_2,cane,1,m,3.655338642,253.4780939
5285,1,23,1-i,tube-cube-1-i.wav,stim61_1,stim61_2,cube,0,z,5.895104552,259.6223664
5285,1,24,2-n,lamp-ramp-2-n.wav,stim65_1,stim65_2,ramp,1,m,5.566671013,265.4375049
5285,1,25,1-c,book-cook-1-c.wav,stim25_2,stim25_1,cook,0,z,5.895320457,271.581776
5285,1,26,2-i,pole-goal-2-i.wav,stim28_2,stim28_1,goal,1,m,7.030964071,278.8611121
5285,1,27,1-n,pills-bills-1-n.wav,stim11_1,stim11_2,bills,0,m,5.279457775,284.3893297
5285,1,28,1-n,lips-chips-1-n.wav,stim64_1,stim64_2,chips,1,m,4.951128767,289.5894911
5285,1,29,1-n,bow-cow-1-n.wav,stim5_2,stim5_1,cow,0,z,4.950814413,294.7887578
5285,1,30,2-n,brown-crown-2-n.wav,stim24_2,stim24_1,crown,1,z,4.127464705,299.1648858
5285,1,31,1-i,tool-pool-1-i.wav,stim39_2,stim39_1,pool,1,z,5.239138343,304.6530678
5285,1,32,2-n,blue-glue-2-n.wav,stim59_1,stim59_2,glue,0,z,3.462853188,308.36426
5285,1,33,1-i,buns-guns-1-i.wav,stim26_1,stim26_2,buns,0,z,6.655537061,315.2684808
5285,1,34,2-c,cape-tape-2-c.wav,stim62_2,stim62_1,cape,1,z,4.455134977,319.9726976
5285,1,35,2-c,rake-cake-2-c.wav,stim46_2,stim46_1,cake,1,z,4.190811433,324.4118317
5285,1,36,1-n,cub-tub-1-n.wav,stim29_2,stim29_1,tub,0,z,3.695628805,328.356034
5285,1,37,1-n,gown-town-1-n.wav,stim58_1,stim58_2,gown,1,z,3.567383346,332.1721482
5285,1,38,1-n,clock-block-1-n.wav,stim42_1,stim42_2,clock,0,m,3.687148466,336.1082937
5285,1,39,2-n,train-grain-2-n.wav,stim37_2,stim37_1,grain,1,z,3.606888194,339.9634498
5285,1,40,2-i,cone-bone-2-i.wav,stim10_1,stim10_2,bone,0,m,5.095589121,345.3076835
5285,1,41,1-c,bark-dark-1-c.wav,stim38_1,stim38_2,dark,1,z,4.207222467,349.7637764
5285,1,42,2-i,pear-bear-2-i.wav,stim16_2,stim16_1,bear,0,z,6.374972394,356.3870786
5285,1,43,2-n,cord-board-2-n.wav,stim50_1,stim50_2,board,1,m,4.415596298,361.0512979
5285,1,44,1-c,bug-rug-1-c.wav,stim13_1,stim13_2,rug,1,m,5.784560613,367.0845309
5285,1,45,2-i,dots-pots-2-i.wav,stim47_2,stim47_1,dots,1,m,6.605795367,373.9387625
5285,1,46,1-i,kick-chick-1-i.wav,stim2_1,stim2_2,kick,0,z,5.391413077,379.5791368
5285,1,47,1-i,booth-tooth-1-i.wav,stim55_2,stim55_1,tooth,0,m,5.550887927,385.3782068
5285,1,48,2-c,jet-pet-2-c.wav,stim34_1,stim34_2,pet,1,m,5.639500439,391.2664712
5285,1,49,1-n,cars-bars-1-n.wav,stim17_1,stim17_2,cars,1,z,3.799286222,395.3145446
5285,1,50,2-i,peak-beak-2-i.wav,stim22_2,stim22_1,beak,0,z,4.415059957,399.9777915
5285,1,51,2-i,glass-class-2-i.wav,stim63_1,stim63_2,class,1,z,5.999713394,406.2259632
5285,1,52,2-c,pig-dig-2-c.wav,stim40_1,stim40_2,dig,1,m,5.607330647,412.0822783
5285,1,53,1-c,crumbs-drums-1-c.wav,stim60_1,stim60_2,crumbs,1,z,4.894924758,417.2254637
5285,1,54,1-i,pen-den-1-i.wav,stim33_1,stim33_2,pen,0,m,5.903611879,423.3776739
5285,1,55,2-n,chin-bin-2-n.wav,stim18_2,stim18_1,chin,1,z,3.799316251,427.4258426
5285,1,56,1-c,bank-tank-1-c.wav,stim32_1,stim32_2,bank,1,z,5.758937901,433.4330834
5285,1,57,1-i,king-ring-1-i.wav,stim45_2,stim45_1,ring,0,m,5.551550845,439.2333059
5285,1,58,1-i,box-chalks-1-i.wav,stim14_2,stim14_1,box,0,m,5.943226961,445.4256313
5285,1,59,2-i,cold-gold-2-i.wav,stim41_2,stim41_1,gold,0,z,4.590720434,450.2648983
5285,1,60,2-n,cart-tart-2-n.wav,stim6_1,stim6_2,cart,0,z,4.03931061,454.5529037
5185,1,1,1-c,book-cook-1-c.wav,stim25_1,stim25_2,book,1,z,7.359723368,129.7373467
5185,1,2,2-c,grip-drip-2-c.wav,stim56_1,stim56_2,grip,0,z,6.775196129,136.7606549
5185,1,3,2-i,peak-beak-2-i.wav,stim22_2,stim22_1,beak,0,z,7.375653178,144.3849283
5185,1,4,2-c,jet-pet-2-c.wav,stim34_1,stim34_2,,,z,0,154.7249915
5185,1,5,2-i,cone-bone-2-i.wav,stim10_1,stim10_2,bone,0,m,4.947080555,159.9205395
5185,1,6,2-i,pear-bear-2-i.wav,stim16_1,stim16_2,bear,0,m,5.263295336,165.4327839
5185,1,7,1-i,tube-cube-1-i.wav,stim61_2,stim61_1,cube,0,m,6.462841784,172.1439974
5185,1,8,1-n,bag-tag-1-n.wav,stim23_1,stim23_2,tag,1,m,6.11949714,178.512238
